Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1775523462,500,,Aggregated,263.100000,0.000000,54,100,150,200,430,970,1800,2100,2900,3400,3400,36050,3087,54,187.24740618029622,2.0661000162363052,3434.9775000009686,1555.4013869625521
1775523463,500,,Aggregated,269.400000,0.000000,55,110,150,200,470,960,1800,2100,2900,3400,3400,36336,3087,55,191.24164758362406,2.0661000162363052,3434.9775000009686,1554.7846488331131
1775523464,500,,Aggregated,269.200000,0.000000,56,110,160,210,480,960,1800,2100,2900,3400,3400,36746,3087,56,193.12419233381542,2.0661000162363052,3434.9775000009686,1553.3577260109944
1775523465,500,,Aggregated,273.100000,0.000000,57,110,160,210,470,950,1800,2100,2900,3400,3400,37076,3087,57,192.49722627570762,2.0661000162363052,3434.9775000009686,1555.2786438666524
1775523466,500,,Aggregated,283.500000,0.000000,58,110,160,220,470,950,1800,2100,2900,3400,3400,37429,3087,58,193.552850874952,2.0661000162363052,3434.9775000009686,1556.7495792032917
1775523468,500,,Aggregated,279.200000,0.000000,59,120,170,220,470,940,1700,2100,2900,3400,3400,37734,3087,59,194.63838055331587,2.0661000162363052,3434.9775000009686,1556.552048550379
1775523469,500,,Aggregated,280.400000,0.000000,60,120,170,230,470,940,1700,2100,2900,3400,3400,38052,3087,60,196.2940734547063,2.0661000162363052,3434.9775000009686,1557.3776148428467
1775523470,500,,Aggregated,281.900000,0.000000,62,120,180,240,470,930,1700,2100,2900,3400,3400,38421,3087,62,198.05842589206833,2.0661000162363052,3434.9775000009686,1556.3647224174279
1775523471,500,,Aggregated,273.900000,0.000000,63,120,190,240,470,920,1700,2100,2900,3400,3400,38678,3087,63,198.659906773853,2.0661000162363052,3434.9775000009686,1559.0463312477377
1775523472,500,,Aggregated,267.500000,0.000000,64,130,200,250,470,920,1700,2100,2900,3400,3400,39075,3087,64,199.84867508122912,2.0661000162363052,3434.9775000009686,1558.7137811900193
1775523473,500,,Aggregated,270.300000,0.000000,64,130,200,250,460,910,1700,2100,2900,3400,3400,39297,3087,64,199.4439023792833,2.0661000162363052,3434.9775000009686,1560.262055627656
1775523475,500,,Aggregated,275.500000,0.000000,65,130,200,260,470,900,1700,2100,2900,3400,3400,39663,3087,65,201.68925236613728,2.0661000162363052,3434.9775000009686,1562.2552252729245
1775523476,500,,Aggregated,292.800000,0.000000,65,130,200,260,480,900,1700,2100,2900,3400,3400,39723,3087,65,202.194235817992,2.0661000162363052,3434.9775000009686,1563.7030184024368
1775523477,500,,Aggregated,279.100000,0.000000,66,130,210,260,490,960,1800,2100,2900,3400,3400,39877,3087,66,207.40752037008716,2.0661000162363052,3434.9775000009686,1563.1012363016275
1775523478,500,,Aggregated,260.300000,0.000000,66,130,210,270,510,1000,1800,2100,2900,3400,3400,40040,3087,66,213.79737627367038,2.0661000162363052,3434.9775000009686,1564.315834165834
1775523479,500,,Aggregated,243.000000,0.000000,67,130,210,280,520,1000,1800,2100,3100,3400,3400,40267,3101,67,218.23431662647712,2.0661000162363052,3434.9775000009686,1564.8075843743015
1775523480,500,,Aggregated,236.400000,0.000000,68,140,220,290,560,1100,1900,2200,3500,3800,3900,40575,3138,68,229.60339883668158,2.0661000162363052,3853.1507999869063,1565.0673074553297
1775523481,500,,Aggregated,233.100000,1.000000,69,140,220,300,570,1100,1900,2200,3500,3800,3900,40807,3139,69,231.74628314256378,2.0661000162363052,3853.1507999869063,1566.1516896610876
1775523482,500,,Aggregated,238.500000,5.100000,70,140,230,320,600,1100,1900,2200,3500,3800,3900,41063,3139,70,235.30132080457813,2.0661000162363052,3853.1507999869063,1567.8990331928987
1775523483,500,,Aggregated,227.400000,5.200000,71,140,230,330,630,1100,1900,2200,3500,3800,3900,41330,3139,71,239.49953338491517,2.0661000162363052,3853.1507999869063,1568.357198161142
1775523484,500,,Aggregated,224.700000,5.200000,72,150,240,350,640,1000,1900,2200,3500,3800,3900,41650,3139,72,241.84740321004483,2.0661000162363052,3853.1507999869063,1569.5686674669869
1775523485,500,,Aggregated,214.400000,5.200000,73,150,250,360,630,1000,1900,2200,3500,3800,3900,41945,3139,73,242.97740684701927,2.0661000162363052,3853.1507999869063,1570.8528549290738
1775523486,500,,Aggregated,224.800000,5.200000,75,150,260,370,630,1000,1900,2200,3500,3800,3900,42241,3139,75,244.1859254941542,2.0661000162363052,3853.1507999869063,1571.756894959873
1775523487,500,,Aggregated,219.000000,5.200000,76,160,260,380,630,1000,1900,2200,3500,3800,3900,42508,3139,76,245.5711993059705,2.0661000162363052,3853.1507999869063,1572.5911593111884
1775523488,500,,Aggregated,243.100000,5.200000,77,160,270,380,630,1000,1900,2200,3500,3800,3900,42809,3139,77,247.37872331515206,2.0661000162363052,3853.1507999869063,1574.1650353897544
1775523489,500,,Aggregated,257.000000,5.200000,79,170,280,390,630,1000,1900,2200,3500,3800,3900,43072,3139,79,249.34974104286582,2.0661000162363052,3853.1507999869063,1574.66330794948
1775523490,500,,Aggregated,266.900000,5.200000,80,170,300,400,630,1000,1900,2200,3500,3800,3900,43387,3139,80,251.32449980635667,2.0661000162363052,3853.1507999869063,1577.1671007444627
1775523491,500,,Aggregated,272.800000,4.200000,82,170,300,400,630,1000,1900,2200,3500,3800,3900,43750,3139,82,251.58897139426418,2.0661000162363052,3853.1507999869063,1577.68592
1775523492,500,,Aggregated,270.800000,0.100000,83,180,300,400,620,1000,1900,2200,3500,3800,3900,44106,3139,83,251.12845052143473,2.0661000162363052,3853.1507999869063,1579.0893755951572
1775523493,500,,Aggregated,283.900000,0.000000,85,180,290,400,620,1000,1900,2200,3500,3800,3900,44502,3139,85,250.63521453637728,2.0661000162363052,3853.1507999869063,1580.3506359264752
1775523494,500,,Aggregated,294.300000,0.000000,87,180,290,390,610,1000,1900,2200,3500,3800,3900,44852,3139,87,249.95124484967369,2.0661000162363052,3853.1507999869063,1582.2854276286453
1775523495,500,,Aggregated,297.800000,0.000000,89,180,280,390,610,1000,1900,2200,3500,3800,3900,45232,3139,89,249.0979819706636,2.0661000162363052,3853.1507999869063,1584.6124867350547
1775523497,500,,Aggregated,303.600000,0.000000,90,180,280,390,610,1000,1900,2100,3500,3800,3900,45614,3139,90,248.1202551869329,2.0661000162363052,3853.1507999869063,1586.7431709562854
1775523498,500,,Aggregated,307.800000,0.000000,92,180,270,390,600,1000,1900,2100,3500,3800,3900,45964,3139,92,247.56044420843676,2.0661000162363052,3853.1507999869063,1586.3434209381255
1775523499,500,,Aggregated,313.700000,0.000000,94,180,270,390,600,990,1900,2100,3500,3800,3900,46311,3139,94,247.424575714113,2.0661000162363052,3853.1507999869063,1588.1570469218975
